0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
0 8 1 0 20      13.00000       0.87456
9 10 2 0 20      13.00000       0.99543
9 10 2 0 20      13.00000       0.99543
11 12 2 0 20      13.00000       0.99997
11 12 2 0 20      13.00000       0.99997
13 14 2 0 20      13.00000       1.00372
13 14 2 0 20      13.00000       1.00372
15 16 2 0 20      13.00000       1.03499
15 16 2 0 20      13.00000       1.03499
17 18 2 0 20      13.00000       1.17174
17 18 2 0 20      13.00000       1.17174
19 19 2 0 20      13.00000       1.53552
20 20 2 0 20      13.00000       0.00000
